RYEAR,RDOYIST,RDOYFRST,RDOYFRND,RJUMP,ROBS,RVV,RALPHA,RC10,RBY0,RPHI,RTHETA,RY0,RRR,RFAX,RFPOL,RHRL,REM,RH,RCORREL,RCHI,RN,SDT,np,DiP
2009,305.419444,305.419444,306.347917, NS,F$^-$,347.743318,  0.634509, -2.636024, 14.508298,211.444129, 11.347970,  0.117761,  0.050971,  0.829345,   52.497251,       5.805110,   10.663724,   -1.000000,    0.220555,    0.273775, 22.000000,  NSN, 8.3, 0.57
2009,318.449306,318.449306,319.489583, NS,F$_r$,334.781517,  2.871372,  2.481624, 12.865244,337.450862, -7.420116,  0.040866,  0.040282,  0.144107,   21.889023,       0.420583,    8.576186,    1.000000,    0.141142,    0.535213, 25.000000,   SN, 7.93, 0.5
2009,346.199306,346.809722,348.199306, NS,F$_r$,270.960104,  0.469062,  1.980759,  9.900453, 59.889379, -6.891397,  0.079200,  0.135341,  0.522420,   45.805337,       3.190619,    5.645570,    1.000000,    0.526764,    0.287557, 34.000000,   NS, 14.62, 0.45
2010,  1.919444,  2.009722,  3.379861, NS,F$_r$,286.250068,  0.440713,  0.835057,  6.365452, 62.744876, 22.813745,  0.016950,  0.109144,  0.229849,   57.787003,       1.770972,    5.319963,    1.000000,    0.661824,    0.287965, 33.000000,   NS, 8.68, 0.49
2010, 38.752778, 38.799306, 40.237500, NS,F$_r$,361.688095,  1.438945,  8.767504, 39.079996,198.251358, 16.734800, -0.124284,  0.064314,  2.653412,   46.335488,      16.392955,   64.877015,    1.000000,    0.602176,    0.423503, 35.000000,    N, 6.48, 0.45
2010, 82.936806, 82.939583, 83.650000,(S),F$_r$,292.588141,  0.506526,  1.214013,  5.355849, 49.205075, -9.988559,  0.075034,  0.046010,  0.141578,   28.615315,       0.540173,    2.411651,    1.000000,    0.520807,    0.274313, 17.000000,   NS, 8.21, 0.56
2010, 95.329861, 95.499306, 96.700000,(S),F$_r$,634.318849,  1.037938,  0.706008,  6.428378, 12.157776,  5.038965, -0.045070,  0.056929,  0.099534,   45.199842,       0.599856,    6.903433,    1.000000,    0.665153,    0.239700, 29.000000,   NS, 3.64, 0.46
2010,101.513889,101.900000,102.591667,(S),F$_r$,411.158779,  8.688998,  2.305913, 22.299951,199.038902,  8.005247, -0.033729,  0.044896,  0.143080,   30.903537,       0.589556,   26.565562,    1.000000,    0.771124,    0.230529, 16.000000,   SN, 10.5, 0.5
2010,138.099306,138.169444,139.309722, NS,F$_r$,354.977241,  0.430564,  0.740898,  6.772869,291.858563, 28.438355,  0.013244,  0.116925,  0.266347,   72.320546,       2.568315,    7.134180,    1.000000,    0.633901,    0.280835, 27.000000,   SN, 9.28, 0.56
2010,148.079861,148.800000,149.749306,(S),F$_r$,354.016434,  1.139634, -1.237457, 14.042168,254.357748,-68.474863, -0.008151,  0.169376,  0.432556,   79.454507,       4.582474,   16.263945,   -1.000000,    0.687131,    0.276134, 23.000000,    S, 6.67, 0.49
2010,172.149306,172.269444,173.529861, NS,F$_r$,361.668197,  0.217785,  1.973467,  5.482260, 79.071594, 33.764623,  0.035708,  0.142003,  0.345010,   27.801977,       1.278928,    1.734623,    1.000000,    0.299686,    0.542461, 31.000000,  NSN, 5.67, 0.47
2010,258.100000,258.100000,259.499306, NS,F$_r$,370.817058,  0.160501,  1.572148,  4.922252,281.803756, 19.990092, -0.030448,  0.146652,  0.377390,   34.585490,       1.740296,    1.622186,    1.000000,   -0.051525,    0.719022, 34.000000,  SNN, 7.24, 0.5
2010,268.489583,268.549306,269.339583, NS,F$^-$,473.677239,  0.423869, -2.695630,  3.601076,314.722579,-16.652970,  0.017292,  0.085644,  0.076484,    7.766986,       0.079207,    0.651861,   -1.000000,    0.489357,    0.373626, 19.000000,  NSS, 1.92, 0.57
2010,284.239583,284.239583,284.769444, NS,F$^-$,353.959105,  3.085478,  5.617909, 31.690356, 80.920755,-73.645830,  0.071319,  0.053966,  0.813714,   36.060755,       3.912418,   43.833716,    1.000000,    0.139089,    0.515861, 12.000000,    S, 18.46, 0.45
2010,304.089583,304.219444,305.859722, NS,F$_r$,341.727616,  0.338217,  1.505596,  9.295055,342.443848, 59.084123,  0.000088,  0.151880,  0.638628,   64.558222,       5.497158,    5.982058,    1.000000,    0.571456,    0.364210, 40.000000,    N, 7.71, 0.52
2010,353.857639,353.939583,354.919444,(S),F$^+$,385.001406,  0.394050, -3.529877,  7.709173, 80.475213,-48.168796, -0.060280,  0.117016,  0.377055,   19.268886,       0.968723,    2.774416,   -1.000000,    0.271231,    0.736405, 23.000000,    S, 8.05, 0.46
2011, 24.279861, 24.439583, 25.919444, NS,F$^+$,343.057629,  1.884029,  1.568374,  7.047401,172.843413,-19.428430, -0.014420,  0.057146,  0.065904,   17.335245,       0.152328,    3.331350,    1.000000,    0.532682,    0.362586, 35.000000,  NSS, 7.81, 0.42
2011, 49.826389, 49.829861, 51.899306,  S,F$^-$,461.394100,  0.015194, -1.885351, 12.248407,303.510074,-10.018797, -0.719981,  0.231300, 24.684538,  367.934216,    1210.971499,    8.888858,   -1.000000,   -0.070051,    0.507154, 50.000000,   NS, 1.66, 0.36
2011, 88.633333, 88.999306, 91.619444,(S),F$_r$,344.432660,  0.242260,  1.349186, 12.553266,134.799775,  1.359148, -0.059761,  0.210243,  1.626189,  133.598671,      28.967559,   11.976676,    1.000000,    0.403730,    0.383176, 63.000000,   NS, 3.44, 0.45
2011,113.000694,113.000694,114.549306, NS,F$^-$,397.729448,  0.254435, -7.777688, 45.418205, 41.688015, -0.602042, -0.336463,  0.118032, 20.268552,  155.627344,     420.578787,   88.081831,   -1.000000,    0.438710,    0.355463, 37.000000,   SN, 4.11, -1
2011,148.009722,148.229861,148.950000, NS,F$^+$,520.801101,  0.665939,  1.406027,  9.544158,267.568287,  7.636384,  0.012516,  0.290766,  0.341964,   51.259632,       2.337195,    6.675292,    1.000000,    0.419887,    0.701906, 17.000000,   SN, 6.69, 0.46
2011,155.837500,156.050000,156.759722,(S),F$_r$,513.679127,  0.690357,  0.554078,  7.989775,119.068409, 34.122309,  0.005738,  0.124911,  0.231172,   97.852951,       3.016115,   15.655777,    1.000000,    0.690475,    0.333234, 17.000000,   NS, 15.77, 0.32
2011,181.559722,181.779861,182.219444, NS,F$^-$,329.304887,  2.682366, -2.662644, 21.234924,218.387498,-33.498747,  0.067924,  0.047357,  0.420265,   44.759378,       2.508108,   22.763583,   -1.000000,    0.548247,    0.251164, 22.000000,  NSS, 11.47, 0.58
2011,184.800000,184.800000,185.800000, NS,F$_r$,391.572055,  0.202142, -0.726461,  6.425043,235.789409, -9.883603,  0.119944,  0.093901,  0.510547,   99.461223,       6.770617,    6.608911,   -1.000000,    0.202700,    0.277605, 24.000000,   NS, 3.67, 0.49
2011,260.122917,260.649306,261.879861,(S),F$_r$,443.086302,  0.172488, -1.141010,  7.565735,161.592807, 24.128055,  0.159631,  0.112145,  0.829630,   87.596803,       9.689720,    5.132929,   -1.000000,    0.020961,    0.512181, 29.000000,  SNN, 2.86, 0.32
2011,305.339583,305.339583,305.919444,(S),F$^-$,411.188425,  2.982873,  3.644890, 21.281076, 42.674267,  5.206794,  0.056016,  0.046774,  0.379571,   31.107753,       1.574345,   21.000758,    1.000000,    0.233359,    0.450755, 14.000000,   NS, 7.38, 0.43
2011,306.014583,306.149306,307.189583, NS,F$_r$,370.969178,  0.383749, -1.766290,  5.878713,107.518680, -7.346814,  0.020949,  0.119811,  0.225143,   25.984705,       0.780035,    2.132311,   -1.000000,    0.402581,    0.512835, 25.000000,   SN, 3.26, 0.42
2011,311.289583,311.679861,312.029861, NS,F$_r$,348.922582,  6.650207, -9.104444, 79.026803,212.399671, -2.093399,  0.090120,  0.039936,  2.347760,   59.685748,      18.683706,  264.927086,   -1.000000,    0.517552,    0.251395, 16.000000,   NS, 7.18, 0.48
2012, 21.168056, 21.169444, 22.289583,(S),F$_r$,327.033249,  0.749694,  0.704272,  8.972622,304.126545, 20.758208,  0.030333,  0.089930,  0.268469,   87.917750,       3.147095,   13.499164,    1.000000,    0.725280,    0.186737, 27.000000,   SN, 14.19, 0.63
2012, 22.231250, 22.475000, 22.749306,(S),F$^-$,411.529634, 32.656804,  2.285262, 46.335818, 27.926205,  0.779200, -0.028477,  0.028767,  0.164361,   48.176196,       1.055775,  115.153262,    1.000000,    0.328433,    0.218566, 13.000000,   NS, 26.4, 0.44
2012, 45.299306, 45.869444, 47.200000, NS,F$_r$,377.695181,  0.315578,  1.249594,  8.826191,274.065482,-29.852015, -0.010826,  0.206359,  0.617134,   74.510552,       6.131069,    6.363995,    1.000000,    0.555177,    0.317707, 32.000000,  SNS, 5.69, 0.5
2012, 75.524306, 75.669444, 76.590278,(S),F$_r$,697.276552,  0.084945,  0.457037,  4.108802,290.313083,-51.141651, -0.069314,  0.208926,  0.496861,  124.719330,       8.262423,    5.754780,    1.000000,    0.618159,    0.399825, 22.000000,  SNS, 4.05, 0.45
2012, 96.599306, 96.820139, 97.900000, NS,F$_r$,341.270120,  0.765597,  1.146736, 10.428883,148.811154, 60.059155,  0.032627,  0.115602,  0.355153,   66.953495,       3.170498,    9.700997,    1.000000,    0.656770,    0.324304, 26.000000,    N, 10.12, 0.57
2012,114.093750,114.700000,115.119444,(S),F$^-$,373.049635,  7.611272,  1.942357, 25.169410,204.683471,-24.671427, -0.041995,  0.062168,  0.208079,   47.003699,       1.304066,   36.890455,    1.000000,    0.333506,    0.290521, 20.000000,  SNS, 12.36, 0.47
2012,124.040972,125.150000,126.474306,(S),F$_r$,309.966347,  0.264824, -1.872694, 12.193055,216.963086,  2.663456, -0.167478,  0.130877,  1.403484,   88.125819,      16.491086,    8.844154,   -1.000000,    0.430760,    0.278002, 31.000000,   NS, 4.55, 0.42
2012,137.519444,137.669444,139.090972, NS,F$_r$,373.995294,  0.367551,  1.385709,  8.956245,229.070191, 29.435773, -0.049423,  0.139015,  0.545600,   63.641132,       4.629677,    5.953147,    1.000000,    0.390129,    0.469167, 34.000000,  SNN, 5.92, 0.57
2012,163.119444,163.479861,164.219444, NS,F$_r$,408.896020,  1.047156, -1.175541,  9.242676,300.950529,-76.266351,  0.013108,  0.128569,  0.203950,   46.594363,       1.267058,    7.423132,   -1.000000,    0.399215,    0.396359, 17.000000,    S, 3.13, 0.56
2012,168.377083,168.917361,169.474306,(S),F$^+$,451.061022,  6.631493,  1.348761, 36.905099,105.550047, -3.620653, -0.004432,  0.137339,  0.513454,  128.756469,       8.814734,  103.542656,    1.000000,    0.664244,    0.297679, 13.000000,   NS, 23.43, 0.39
2012,196.735417,197.259722,199.140278,(S),F$_r$,492.012979,  7.050724,  2.221964, 28.450680,  0.442948, -7.372865,  0.041701,  0.043746,  0.287006,   51.305637,       1.963339,   43.973585,    1.000000,    0.084174,    0.402972, 45.000000,    S, 1.9, 0.35
2012,225.525694,225.800000,226.209722, NS,F$_r$,382.037644, 71.163898, -3.718939, 32.778486,347.699100,  3.361650, -0.015280,  0.016604,  0.037745,   11.932035,       0.060050,   49.623223,   -1.000000,    0.604454,    0.259775, 20.000000,   NS, 5.82, 0.48
2012,231.142361,231.800000,232.349306, NS,F$_r$,386.142957,139.462503,  2.061963, 20.305824,  2.697735,  5.156435,  0.008439,  0.013606,  0.007391,    7.495512,       0.007387,   23.241482,    1.000000,    0.509266,    0.292458, 13.000000,   NS, 8.57, 0.48
2012,243.649306,243.649306,244.229861, NS,F$^-$,404.601861,  0.445103,  2.164446,  4.849482,275.033426,-12.541070, -0.061255,  0.067404,  0.132090,   14.751843,       0.259810,    1.293640,    1.000000,    0.632552,    0.337559, 14.000000,  SNS, 2.64, 0.52
2012,245.300000,245.300000,247.474306, NS,F$_r$,317.170361,  0.163520,  1.230244,  8.880104,145.428699,-21.086957, -0.151576,  0.127143,  1.205609,  106.103845,      17.055960,    6.542048,    1.000000,    0.366038,    0.311018, 52.000000,  NSS, 7.49, 0.55
2012,248.918056,249.244444,249.739583,(S),F$_r$,506.238412,  0.944658, -1.236775, 13.926150, 45.179856, 51.153694, -0.080631,  0.107436,  0.513248,   86.238027,       5.901537,   16.005038,   -1.000000,    0.134950,    0.292931, 24.000000,  SNN, 5.43, 0.41
2012,250.000000,250.099306,250.659722, NS,F$^-$,425.846447,  3.474678, -5.970160, 51.582055,202.878374, 12.926096,  0.098216,  0.035616,  1.914356,   66.402553,      16.949085,  115.528428,   -1.000000,    0.477898,    0.270381, 14.000000,  NSN, 2.47, 0.46
2012,256.829861,256.829861,257.639583,(S),F$^-$,364.884153,  0.511085,-35.790564,315.280619, 30.668232, -1.225537,  0.659347,  0.043928,486.230000,  436.426419,   28293.815721, 4146.594616,   -1.000000,    0.103678,    0.422320, 19.000000,  SNS, 7.59, 0.37
2012,282.175000,282.659722,283.720139,(S),F$_r$,397.543723,  0.735483,  1.099746, 14.693818,272.034048,-79.140212, -0.031998,  0.176903,  0.733900,  119.125162,      11.656787,   20.153628,    1.000000,    0.466893,    0.409599, 25.000000,    S, 5.11, 0.48
2012,286.339583,286.770139,287.384722, NS,F$_r$,481.028428,  1.020004, -1.209960, 12.742347,281.251612,-65.215190, -0.048473,  0.144305,  0.397958,   74.247563,       3.939654,   13.696958,   -1.000000,    0.328679,    0.237801, 15.000000,    S, 2.68, 0.56
2012,305.602778,305.982639,307.222917,(S),F$^+$,340.787120,  0.607462,  1.121317, 10.786850,355.236404,-77.769407, -0.005811,  0.155427,  0.478862,   80.860039,       5.162770,   10.631959,    1.000000,    0.499173,    0.364764, 29.000000,    S, 10.77, 0.41
2012,317.925000,318.349306,319.339583,(S),F$^+$,381.835935,  1.309730,  1.177911, 20.733622, 90.319462,-17.135959,  0.009577,  0.155558,  0.820557,  139.697795,      15.283993,   37.276266,    1.000000,    0.533301,    0.274614, 24.000000,   NS, 6.74, 0.48
2012,328.868750,329.479861,330.449306,(S),F$^-$,380.757788,  2.186377,  3.761067, 34.010377,205.682431, 12.102303, -0.093514,  0.081948,  1.322629,   71.141604,      12.545856,   53.306779,    1.000000,    0.201599,    0.319608, 23.000000,  SNN, 9.82, 0.45
2013, 16.979861, 17.619444, 18.509722, NS,F$_r$,387.201638,  0.919155,  0.837848, 11.502913,280.713117,  5.459681,  0.022635,  0.167655,  0.359887,   96.879583,       4.648766,   17.293758,    1.000000,    0.707550,    0.308306, 21.000000,   SN, 4.52, 0.46
2013, 18.949306, 19.009722, 19.699306, NS,F$_r$,427.375419,  2.178021, -2.935118, 11.685230,184.192889,-28.855855, -0.046895,  0.044944,  0.156730,   18.394138,       0.384389,    6.679970,   -1.000000,    0.820200,    0.230506, 17.000000,    S, 3.97, 0.5
2013, 19.701389, 19.949306, 20.449306,(S),F$^-$,428.175426, 21.591013, 16.985218, 81.144573,  5.306611,-12.481595,  0.049831,  0.021609,  0.762405,   18.474030,       1.877960,  275.778197,    1.000000,    0.407483,    0.378325, 12.000000,    S, 4.31, -1
2013, 76.222917, 76.589583, 78.669444,(S),F$_r$,528.924229,  0.032154,  1.488369, 10.114183,248.720416, 65.236331, -0.357787,  0.368366,  7.953667,  240.407782,     254.949795,    7.148522,    1.000000,    0.256773,    0.491443, 50.000000,    N, 2.55, 0.46
2013,103.925694,104.709722,107.229861,(S),F$^+$,389.840425,  0.035155, -0.462812,  3.967332,265.113854, 22.746698,  0.039087,  0.369826,  1.119295,  181.646573,      27.108804,    5.248525,   -1.000000,    0.550851,    0.513404, 61.000000,   NS, 3.58, 0.31
2013,120.369444,120.500000,121.300000,(S),F$_r$,392.774166,  1.907949, -1.236429, 11.395590,310.611704,  8.262400, -0.003724,  0.080514,  0.170156,   44.929630,       1.019339,   10.719845,   -1.000000,    0.568827,    0.281179, 19.000000,   NS, 6.78, 0.5
2013,134.099306,134.250000,135.270139, NS,F$_r$,356.374668,  2.981786, -1.376462,  8.757453,153.468811, -7.326640, -0.004605,  0.055401,  0.064301,   21.749253,       0.186467,    5.725464,   -1.000000,    0.841791,    0.290720, 24.000000,   SN, 9.47, 0.49
2013,157.089583,157.599306,159.000000, NS,F$^+$,428.264364,  0.234878, -0.990389,  9.577813,105.504867,-45.879831, -0.032846,  0.231515,  0.976407,  123.183633,      16.036977,    9.667499,   -1.000000,    0.374762,    0.426012, 34.000000,  SNS, 6.49, 0.44
2013,178.577083,179.099306,180.499306,(S),F$_r$,391.699415,  0.374666, -0.953435, 11.129142,312.945795,-55.538812, -0.022961,  0.200083,  0.826454,  126.899307,      13.983522,   13.676464,   -1.000000,    0.893093,    0.208513, 34.000000,  NSS, 8.18, 0.51
2013,244.259722,244.579861,245.080556, NS,F$_r$,486.465214,  0.326917, -1.350867,  5.436401, 50.947349,-35.391177, -0.093420,  0.098677,  0.226009,   32.735278,       0.986463,    2.243662,   -1.000000,    0.322840,    0.255970, 12.000000,  SNS, 1.4, 0.43
2013,276.000000,276.000000,276.619444, NS,F$_r$,487.262920,  2.085262, -2.410939, 10.826975, 23.034989, 37.481589,  0.023352,  0.059385,  0.140538,   20.411463,       0.382478,    6.144746,   -1.000000,    0.710027,    0.414508, 15.000000,    N, 1.04, 0.34
2013,303.759722,303.759722,304.229861,(S),F$_r$,341.756128,  0.931818,  0.700121,  6.185450,246.279631,-33.337184, -0.053761,  0.043586,  0.102648,   45.404459,       0.621425,    6.472548,    1.000000,    0.189683,    0.376331, 23.000000,  SNS, 7.31, 0.47
2013,312.879861,312.999306,313.259722, NS,F$_r$,409.592849, 21.923209, -1.237238, 14.508753,337.452693,-49.370989,  0.001280,  0.035801,  0.024005,   19.029178,       0.060905,   17.365761,   -1.000000,    0.786657,    0.238440, 12.000000,    S, 18.37, 0.53
2013,327.009722,327.199306,327.649306, NS,F$_r$,356.902170,  2.389285,  1.042325,  6.693413,295.748367,-47.476118,  0.017478,  0.062844,  0.046878,   21.439492,       0.134005,    4.444065,    1.000000,    0.396742,    0.578896, 21.000000,  SNS, 6, 0.5
2013,342.313194,342.699306,343.089583,(S),F$^-$,553.135250,  0.356375, -0.910908,  4.888685, 69.756710,-32.982093, -0.082391,  0.118360,  0.167655,   39.649694,       0.886329,    2.795978,   -1.000000,    0.592778,    0.203730, 18.000000,  SNS, 1.84, 0.46
2013,348.699306,349.699306,350.229861, NS,F$_r$,459.957142,  1.202822,  1.548395, 10.749085, 50.617085,-11.153951,  0.060286,  0.158674,  0.240150,   41.395661,       1.325486,    7.826315,    1.000000,    0.503475,    0.417007, 13.000000,   NS, 1.95, 0.42
2013,358.858333,359.199306,359.749306, NS,F$^+$,299.315244,  3.868147, -1.335081, 11.795606, 79.000211,-60.338410,  0.017772,  0.076461,  0.089924,   30.775227,       0.368992,   10.676059,   -1.000000,    0.481638,    0.323991, 13.000000,    S, 9.76, 0.5
2014, 46.531944, 47.029861, 47.600000,(S),F$_r$,389.170297,  3.163080, -2.022607, 14.776647,250.913803, 58.570814, -0.015976,  0.117956,  0.172577,   31.497591,       0.724766,   12.433756,   -1.000000,    0.768955,    0.642050, 13.000000,    N, 15.06, 0.49
2014, 49.249306, 49.629861, 50.399306, NS,F$_r$,420.538565,  1.009380, -0.933554, 10.656404,322.794784,-61.987865, -0.019266,  0.129171,  0.281259,   73.982579,       2.774437,   12.875344,   -1.000000,    0.487919,    0.360350, 19.000000,    S, 5.37, 0.67
2014, 95.415278, 95.929167, 97.600000, NS,F$_r$,370.099308,  0.335801, -5.167920, 48.212536,319.390382,-25.665699,  0.292583,  0.169840, 17.305266,  222.978713,     514.494112,  102.291646,   -1.000000,    0.208822,    0.410887, 40.000000,    S, 7.46, 0.37
2014,101.289583,101.289583,102.869444, NS,F$^+$,350.806456,  0.257869,  0.785417,  8.524338,245.021571,-62.532735,  0.006538,  0.156560,  0.704470,  124.471909,      11.691569,   10.389761,    1.000000,    0.682757,    0.225913, 38.000000,  SNS, 7.84, 0.55
2014,110.430556,111.320139,112.259028,(S),F$_r$,551.677140,  0.126137, -0.568241,  3.418829, 74.735073, 65.312760,  0.008870,  0.288751,  0.231661,   62.480246,       1.929899,    2.749418,   -1.000000,    0.595942,    0.651033, 22.000000,  SNN, 4.74, 0.44
2014,119.799306,119.799306,120.689583, NS,F$_r$,302.785315,  1.689489, -2.162368, 15.098643,337.828058,-47.648807, -0.052587,  0.060676,  0.337334,   41.637021,       1.872746,   12.545879,   -1.000000,    0.628376,    0.261270, 22.000000,    S, 12.07, 0.53
2014,173.769444,173.769444,174.919444, NS,F$^-$,357.661082,  0.014210,  0.552360,  1.270930,246.541760,-42.020359, -0.225860,  0.113181,  0.284184,   43.405851,       1.644700,    0.398189,    1.000000,    0.222796,    0.403553, 28.000000,  SNS, 2.9, 0.47
2014,180.699306,180.870139,181.469444, NS,F$_r$,347.291050,  2.100703, -1.394177,  8.959415, 60.512287, 26.885519, -0.025444,  0.069209,  0.095529,   26.472757,       0.337188,    5.925721,   -1.000000,    0.697813,    0.468346, 14.000000,  SNN, 11.29, 0.48
2014,183.991667,184.129861,184.500000,(S),F$^-$,333.540674,  0.909637,  3.623114, 20.137045,168.049250,-26.116845, -0.124076,  0.023367,  1.114457,   52.162411,       7.751035,   18.826526,    1.000000,    0.057890,    0.318481, 18.000000,    S, 8.98, 0.5
2014,231.242361,231.749306,233.798611,(S),F$^+$,349.064299,  0.261418,  0.993026, 12.626808, 54.734674, 44.965758, -0.022059,  0.243801,  1.524728,  176.275778,      35.836357,   16.748411,    1.000000,    0.533365,    0.566047, 49.000000,  NSN, 6.61, 0.37
2014,238.111111,239.129861,239.909028, NS,F$_r$,308.086882,  2.088641, -1.238360, 13.691403, 81.014290,-62.552057, -0.015209,  0.159114,  0.224374,   56.464204,       1.689212,   15.450406,   -1.000000,    0.430303,    0.322907, 19.000000,    S, 14.04, 0.48
2014,255.636806,255.890278,257.485417,(S),F$^-$,594.520407,  2.871333, -9.890353,112.915555,350.308066,  9.423943, -0.154335,  0.073836, 11.101049,  142.809529,     211.378083,  539.393157,   -1.000000,    0.037418,    0.449084, 39.000000,    N, 3.34, 0.29
2015,  7.234722,  7.269444,  7.879861,(S),F$^+$,452.049540,  4.326380, -1.757559, 20.138866, 47.647957,  4.634471, -0.011209,  0.062239,  0.234361,   49.312887,       1.540936,   25.104893,   -1.000000,    0.730596,    0.384118, 15.000000,   SN, 16.05, 0.46
2015, 87.150000, 87.489583, 88.600000, NS,F$_r$,391.719803,  2.377597, -5.358631, 48.194668,208.694787, 11.797052,  0.103491,  0.083849,  2.442304,   80.771018,      26.302315,  101.835827,   -1.000000,    0.859755,    0.219222, 26.000000,  NSN, 13.16, 0.48
2015, 90.313889, 90.747917, 91.409722,(S),F$^-$,403.361412,  2.014696,  1.450964, 17.592785,159.226053,  9.702352, -0.073367,  0.049412,  0.384061,   71.469478,       3.659814,   22.084406,    1.000000,    0.064027,    0.218555, 16.000000,   NS, 9.84, 0.44
2015,126.038889,126.700000,127.599306,(S),F$^-$,420.721356,  2.114725, -1.426628, 15.954758,156.129809, 35.457876,  0.028248,  0.126151,  0.300931,   61.274185,       2.458571,   18.423405,   -1.000000,    0.584466,    0.279871, 21.000000,  SNN, 9.88, 0.46
2015,128.119444,128.299306,129.440278, NS,F$^-$,382.813730,  0.020826, -0.392682,  2.609939, 55.273540,-10.246776,  0.279459,  0.120623,  0.817704,  148.416573,      16.181438,    3.044777,   -1.000000,    0.565351,    0.185462, 28.000000,   SN, 7.01, 0.51
2015,130.349306,130.499306,131.199306, NS,F$^+$,358.171160,  3.022313,  2.056931, 12.919617,139.719193,-33.039005, -0.015126,  0.067406,  0.138070,   25.903902,       0.476874,    9.420553,    1.000000,    0.773322,    0.362580, 17.000000,  NSS, 8.07, 0.48
2015,250.545139,250.979861,252.619444,(S),F$^+$,466.333373,  0.357167,  1.385537, 16.797984, 45.928904, 34.714441, -0.053200,  0.228563,  1.975072,  165.848619,      43.675060,   20.943843,    1.000000,    0.678961,    0.435341, 39.000000,  NSN, 13.22, 0.42
2015,279.899306,279.899306,280.419444, NS,F$_r$,425.371686,  6.476395,  3.262061, 19.360743,139.521261,-29.588362,  0.018473,  0.047790,  0.144694,   20.469367,       0.394906,   17.819873,    1.000000,   -0.051456,    0.482596, 12.000000,  NSS, 16.62, 0.6
2015,297.749306,298.549306,301.549306,(S),F$_r$,393.754175,  0.019205, -1.909184, 10.931212,199.538163,-59.319054, -0.562218,  0.379045, 15.554451,  272.473126,     565.089306,    7.027709,   -1.000000,    0.423238,    0.265730, 71.000000,    S, 3.6, 0.4
2015,310.740278,311.299306,312.699306,(S),F$_r$,526.591743,  0.545925,  1.860175, 18.541773,226.177121, 14.649055,  0.007452,  0.220579,  1.574380,  115.874158,      24.323988,   20.534650,    1.000000,    0.813385,    0.320088, 21.000000,  SNN, 2.18, 0.53
2015,353.649306,354.569444,355.959722,(S),F$_r$,398.114977,  0.850591,  1.927771, 23.958378,218.386703,-31.642878, -0.083426,  0.197299,  1.687073,  131.568039,      29.595326,   33.570314,    1.000000,    0.776422,    0.264428, 33.000000,  SNS, 9.33, 0.47
